tweet,label,index,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"Here comes the final of the UK #DailyBriefing - who will win, Johnson or Covid?",1.0,48,1,14,76.24,40.06,99,98.65,14,14.29,78.57,64.29,50,7.14,7.14,0,0,0,0,0,0,14.29,14.29,0,7.14,7.14,7.14,7.14,0,14.29,7.14,0,7.14,0,7.14,0,21.43,0,7.14,0,0,0,7.14,0,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,14.29,0,7.14,14.29,0,0,0,7.14,0,7.14,7.14,0,0,0,0,0,28.57,0,7.14,7.14,0,0,14.29,0
it’s so rude that i’m not at the beach right now,1.0,142,1,11,1,1,99,1,11,0,100,81.82,72.73,27.27,9.09,9.09,0,0,0,0,18.18,18.18,9.09,0,9.09,18.18,18.18,9.09,9.09,18.18,9.09,0,0,0,0,0,36.36,0,9.09,0,0,0,0,0,9.09,0,9.09,0,9.09,9.09,0,9.09,0,9.09,0,0,9.09,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,9.09,0,0,0,9.09,0,27.27,0,0,0,0,0,0,18.18,0,0,0,0,18.18,0,0
You know the wolves match is boring when you're talking with your mate about the best way to wire up his new shed!,1.0,20,1,23,60.52,99,44.75,20.23,23,4.35,82.61,73.91,52.17,17.39,17.39,0,0,13.04,4.35,0,0,17.39,8.7,0,17.39,8.7,8.7,4.35,0,17.39,13.04,0,8.7,4.35,4.35,0,21.74,0,4.35,4.35,0,0,0,0,0,0,8.7,4.35,4.35,4.35,0,4.35,0,0,0,0,26.09,4.35,0,0,0,0,4.35,21.74,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,8.7,8.7,0,0,8.7,0,0,0,8.7,0,8.7,0,0,0,0,0,0,8.7,0,0,0,4.35,4.35,0,0
"One or my friends has a crush on me, and I feel sad that I don't feel the same way. Because I know EXACTLY how that feels. I hate this feeling. 😞",0.0,200,1,31,2.75,1,99,1,7.75,12.9,96.77,83.87,61.29,29.03,19.35,19.35,0,0,0,0,9.68,22.58,6.45,3.23,3.23,6.45,3.23,9.68,3.23,22.58,6.45,3.23,3.23,3.23,0,0,38.71,0,32.26,19.35,6.45,0,3.23,3.23,6.45,0,6.45,0,6.45,6.45,0,6.45,0,3.23,3.23,0,3.23,0,0,0,0,0,0,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,16.13,0,0,3.23,0,0,12.9,0,0,16.13,0,0,0,0,0,0,16.13,9.68,3.23,0,0,3.23,0,3.23
just expressing my love for brandi carlile and brittney howard that is all,0.0,186,1,13,14.06,7.93,2.93,99,13,23.08,61.54,53.85,53.85,15.38,7.69,7.69,0,0,0,0,7.69,23.08,0,0,7.69,7.69,7.69,7.69,0,7.69,0,7.69,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,0,7.69,7.69,0,7.69,7.69,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Started watching house of cards, 4 episodes in. Already I can see it was a good choice😄",1.0,15,1,17,64.21,12.77,83.69,95.42,8.5,23.53,88.24,64.71,47.06,11.76,5.88,5.88,0,0,0,0,5.88,5.88,5.88,5.88,11.76,11.76,5.88,0,0,23.53,0,0,0,0,0,0,29.41,0,11.76,5.88,0,5.88,0,0,0,0,5.88,5.88,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,17.65,5.88,0,5.88,11.76,0,0,11.76,17.65,5.88,0,0,0,0,0,0,11.76,5.88,5.88,0,0,0,0,5.88
early cat boys? nyanderthals,0.0,323,1,4,,99,89.39,,2,25,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0
if trees would simply stop producing flammable leaves climate change would not be an issue,1.0,44,1,15,10.19,1,19.26,,15,20,66.67,46.67,46.67,0,0,0,0,0,0,0,0,6.67,6.67,0,0,20,6.67,6.67,6.67,20,0,0,0,0,0,0,46.67,0,40,0,6.67,13.33,6.67,6.67,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harder and Ji have carried this team today,0.0,207,1,8,5.64,94.84,89.39,,8,12.5,87.5,62.5,37.5,12.5,0,0,0,0,0,0,12.5,12.5,0,0,0,12.5,0,12.5,0,25,12.5,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,12.5,0,0,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"As colleges begin making fall re-opening announcments, remember that if your school is reopening this fall, it's not because it's suddenly safe or the pandemic is over. 

It's because they want your money.",0.0,311,1,33,1,58.11,98.58,20.23,16.5,27.27,90.91,72.73,57.58,24.24,9.09,0,0,6.06,0,3.03,15.15,15.15,3.03,0,6.06,15.15,3.03,15.15,3.03,27.27,3.03,0,0,0,0,0,42.42,0,24.24,3.03,9.09,3.03,6.06,0,9.09,3.03,6.06,3.03,3.03,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,6.06,3.03,0,3.03,3.03,3.03,0,0,0,0,0,0,0,3.03,0,0,0,0,0,3.03,0,6.06,9.09,0,6.06,9.09,0,0,0,6.06,3.03,15.15,0,0,0,0,0,0,24.24,6.06,6.06,0,0,9.09,3.03,0
I woke this morning to another Monday of fine bright warm sunshine here in Norfolk. Just what you need to put you in the right frame of mind for the week.,1.0,171,1,31,93.3,76.43,91.84,99,15.5,12.9,90.32,77.42,54.84,19.35,9.68,3.23,0,6.45,0,0,9.68,12.9,6.45,0,22.58,0,6.45,0,0,9.68,9.68,6.45,0,0,0,0,22.58,0,9.68,0,0,3.23,0,0,3.23,0,9.68,9.68,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,9.68,19.35,0,3.23,9.68,3.23,0,3.23,9.68,3.23,0,0,0,0,0,0,0,6.45,6.45,0,0,0,0,0,0
nothing quite says hello 2020 like hypothermia 🥳,1.0,78,1,7,56.86,1,,99,7,28.57,100,57.14,42.86,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,0,14.29,14.29,0,0,0,0,0,0,42.86,14.29,14.29,0,0,0,14.29,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,28.57,28.57,0,14.29,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29
tiktok's full name is tictactoetok,1.0,87,1,5,39.7,99,63.35,,5,40,60,40,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,20,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,20,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,20,0,0
STOP TREATING MARS LIKE A BACK-UP BOYFRIEND JUST FIX YOUR CURRENT RELATIONSHIP WITH EARTH BECAUSE YOU CAN'T LIVE HERE.,1.0,28,1,19,36.67,99,70.28,,19,26.32,73.68,57.89,47.37,10.53,10.53,0,0,10.53,0,0,0,10.53,5.26,0,10.53,5.26,10.53,5.26,5.26,10.53,5.26,0,10.53,10.53,0,0,21.05,0,10.53,0,5.26,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,21.05,0,0,0,0,0,0,21.05,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.05,10.53,0,0,10.53,0,0,0,10.53,0,10.53,0,0,0,0,0,0,15.79,5.26,0,0,0,5.26,5.26,0
Oh what a surprise BBC weather says it's raining in Manchester! in Manchester!,1.0,155,1,13,89.52,,30.98,,6.5,38.46,61.54,53.85,38.46,15.38,0,0,0,0,0,0,15.38,7.69,7.69,0,15.38,7.69,0,0,0,15.38,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,7.69,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,7.69,0,15.38,0,0,0,0,0,15.38,0,7.69,0,0,7.69,0,23.08,0,0,0,15.38,7.69,0,0
cold queso is so much better than warm queso https://t.co/5TaMe4aSO6,1.0,37,1,10,15.41,3.95,7.03,99,10,0,100,70,40,0,0,0,0,0,0,0,0,10,0,10,10,10,10,20,0,10,40,10,10,0,10,0,20,0,10,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,1.0,119,1,19,67.62,70.59,93.14,,6.33,26.32,84.21,73.68,52.63,10.53,10.53,5.26,0,0,0,5.26,0,5.26,5.26,5.26,15.79,10.53,5.26,5.26,0,21.05,5.26,5.26,0,0,0,0,21.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,10.53,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,5.26,0,0,0,0,5.26,0,0,0,5.26,0,0,0,0,0,0,0,5.26,5.26,0,0,5.26,0,0,0,15.79,10.53,0,0,0,0,0,0,0,21.05,10.53,0,0,0,0,10.53,0
"Duodenum, Jejunum, and Ilium would be cute names for triplets, don’t @ me",1.0,54,1,12,2.87,6.61,1,99,12,25,75,66.67,50,8.33,8.33,8.33,0,0,0,0,0,0,0,0,8.33,25,0,8.33,8.33,25,8.33,8.33,0,0,0,0,16.67,0,8.33,0,0,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,41.67,0,25,0,0,8.33,8.33,0
Another thing lost to climate change: parents making their kids wear long sleeved shirts under their costumes bc its cold out #halloween2019,0.0,312,1,22,58.76,96.39,79.84,1,22,27.27,81.82,63.64,40.91,22.73,9.09,0,0,0,0,9.09,13.64,18.18,0,4.55,13.64,0,0,4.55,0,13.64,13.64,9.09,4.55,4.55,0,0,22.73,0,18.18,0,13.64,0,0,0,4.55,0,4.55,0,4.55,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,18.18,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,18.18,0,0,13.64,0,0,4.55,4.55,4.55,0,0,4.55,4.55,0,0,0,9.09,0,0,0,0,0,9.09,0
good evening sharks. hooters but for feet.,1.0,106,1,7,89.52,1,99,99,3.5,28.57,71.43,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,14.29,0,28.57,28.57,0,0,0,0,0,0,0,0,28.57,28.57,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,0
i think it should be illegal for the people stopped at the light outside my window to have bad music taste,0.0,338,1,21,89.52,16.63,56.69,1,21,14.29,100,76.19,57.14,14.29,9.52,9.52,0,0,0,0,4.76,14.29,9.52,0,19.05,14.29,0,0,0,19.05,14.29,0,4.76,0,0,4.76,14.29,0,9.52,4.76,0,4.76,0,0,0,0,9.52,0,9.52,4.76,0,4.76,0,0,0,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,9.52,4.76,4.76,0,0,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,19.05,19.05,0,0,4.76,4.76,4.76,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@MCChampionship_ Excited for season two :)",0.0,348,1,6,99,,39.59,99,6,33.33,83.33,50,33.33,0,0,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,33.33,33.33,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,16.67,0,0,0,66.67,0,0,0,0,0,66.67,0
See Brexit is going well,1.0,5,1,5,3.8,,63.35,99,5,0,100,80,40,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,60,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,20,0,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
It’s so fantastic when you pay £800 a month to live in London in a fully refurbished house and wake up with water dripping on you from the upstairs en suite XXXXXX,1.0,74,1,32,89.52,94.84,75.23,69.4,32,12.5,78.13,62.5,53.13,9.38,6.25,0,0,6.25,0,0,3.13,9.38,9.38,3.13,21.88,3.13,9.38,9.38,0,6.25,3.13,3.13,0,0,0,0,12.5,0,3.13,0,0,0,0,3.13,0,0,3.13,3.13,0,3.13,3.13,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,3.13,0,3.13,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,3.13,15.63,0,0,15.63,0,0,0,6.25,0,3.13,0,0,0,0,0,0,3.13,0,0,0,0,3.13,0,0
there’s no better way to wake up than having one dog jump directly on your stomach and knock the wind out of you while the other drop a dead rodent on the end of the bed. 😑,1.0,27,1,36,98.16,56.63,98.75,20.23,18,5.56,88.89,72.22,61.11,5.56,5.56,0,0,5.56,0,0,0,25,13.89,2.78,22.22,5.56,2.78,8.33,2.78,11.11,8.33,2.78,2.78,0,2.78,0,13.89,2.78,5.56,0,0,0,0,0,5.56,0,5.56,2.78,2.78,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,2.78,0,2.78,0,0,0,8.33,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,8.33,19.44,0,8.33,11.11,0,0,0,5.56,0,2.78,0,0,0,0,0,0,5.56,2.78,0,0,0,2.78,0,2.78
"@jimrossignol I choose to interpret it as ""XD"": the universal emoticon for laughing at those poor, poor folks in Ubisoft's marketing department who have to deal with that branding until the servers quietly shut down 8 months after launch.",1.0,2,1,39,94.99,55.35,91.37,2.7,39,28.21,87.18,58.97,46.15,12.82,5.13,2.56,0,0,0,0,7.69,10.26,5.13,2.56,25.64,2.56,2.56,7.69,0,2.56,7.69,2.56,5.13,0,0,5.13,10.26,0,5.13,5.13,0,0,0,0,0,0,7.69,2.56,5.13,2.56,2.56,0,0,0,0,0,12.82,7.69,0,0,0,0,5.13,5.13,2.56,0,0,0,0,0,0,0,7.69,0,0,7.69,2.56,0,0,0,0,0,0,0,0,0,0,5.13,0,0,0,0,0,0,0,0,2.56,12.82,0,2.56,7.69,0,2.56,0,7.69,0,0,5.13,2.56,2.56,0,0,0,17.95,2.56,2.56,0,0,2.56,10.26,0
"💫jsc bonding nights💫🥰🥳",1.0,86,1,3,,,99,,3,33.33,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.33
"@vaesfa @RepTenney Agree with all that he said with the previso that civilians and arms leave before the last of the troops left....that was Biden's huge error",0.0,280,1,28,89.52,91.33,8.95,,28,10.71,82.14,64.29,50,14.29,3.57,0,0,0,3.57,0,10.71,25,10.71,0,14.29,3.57,0,7.14,0,10.71,3.57,7.14,3.57,3.57,0,0,17.86,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.86,7.14,0,0,0,0,3.57,10.71,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,3.57,3.57,0,0,0,7.14,7.14,0,0,3.57,0,3.57,0,0,25,14.29,0,0,0,3.57,7.14,0
"USA is turning into the 40-something uncle who turns up to the wedding reception, gets drunk &amp; takes the mic from the band to sing Sweet Caroline, but gets all the words wrong.

Highly entertaining but a total fucking train wreck that you’re glad you don’t have to see more often.",0.0,196,1,51,91.99,73.71,21.25,95.42,25.5,13.73,82.35,68.63,45.1,7.84,5.88,0,0,3.92,0,0,1.96,17.65,11.76,1.96,11.76,5.88,1.96,3.92,1.96,19.61,11.76,5.88,1.96,1.96,0,0,17.65,1.96,5.88,0,0,0,1.96,0,3.92,0,11.76,7.84,1.96,3.92,3.92,0,0,0,0,1.96,13.73,5.88,0,0,0,1.96,1.96,9.8,3.92,0,0,1.96,0,0,0,0,3.92,3.92,0,0,0,0,3.92,0,0,0,0,1.96,0,1.96,0,0,0,5.88,3.92,0,0,0,0,0,1.96,13.73,0,3.92,3.92,1.96,1.96,0,1.96,0,15.69,0,0,0,0,0,0,17.65,3.92,3.92,0,0,3.92,5.88,0
alright I’m ready for some march madness🏀🔥,1.0,35,1,7,18.12,1,97.09,99,7,28.57,71.43,71.43,57.14,14.29,14.29,14.29,0,0,0,0,0,14.29,0,0,14.29,14.29,14.29,0,0,14.29,28.57,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,14.29,0,0,14.29,0,0,0,0,14.29,0,28.57
"Spiritfarer is so good, I bought it several months ago but finally started it tonight #gamer",0.0,231,1,16,1,1.71,99,96.74,16,31.25,93.75,75,56.25,18.75,6.25,6.25,0,0,0,0,12.5,6.25,0,0,0,6.25,18.75,12.5,0,18.75,0,12.5,0,0,0,0,50,0,6.25,0,0,0,0,0,6.25,0,6.25,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,31.25,18.75,6.25,0,0,0,0,0,0,12.5,0,6.25,0,0,0,6.25,0
When you get woken up at 3am because of aftershocks from an earthquake 👍😩,1.0,146,1,13,96.67,98.04,30.98,,13,23.08,84.62,76.92,61.54,7.69,7.69,0,0,7.69,0,0,0,7.69,7.69,7.69,30.77,0,7.69,15.38,0,15.38,0,0,0,0,0,0,23.08,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,7.69,0,0,7.69,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38
"Ah yes, it really is wood-burning stoves in sub-Saharan Africa thats driving the climate crisis 🧠 https://t.co/lShlgWYGOX",1.0,14,1,16,43.4,,15.38,1,16,25,68.75,50,37.5,12.5,0,0,0,0,0,0,12.5,12.5,6.25,0,6.25,12.5,6.25,0,0,12.5,0,0,0,0,0,0,25,6.25,6.25,0,0,0,0,6.25,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,6.25,12.5,0,6.25,6.25,0,0,0,0,0,12.5,0,12.5,0,6.25,6.25,0,18.75,0,6.25,0,0,0,12.5,6.25
I wish that grilled cheese helped you get that summer bod,1.0,31,1,11,6.68,86.82,5.07,99,11,9.09,81.82,63.64,36.36,36.36,18.18,9.09,0,9.09,0,0,18.18,18.18,0,0,0,0,0,0,0,27.27,0,0,9.09,9.09,0,0,27.27,0,9.09,0,0,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,18.18,9.09,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turned out nice again, I see [insert photo of flooded house]",1.0,166,1,11,89.52,5.27,99,99,11,9.09,72.73,63.64,36.36,9.09,9.09,9.09,0,0,0,0,0,0,0,0,18.18,0,9.09,0,0,18.18,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,27.27,0,9.09,9.09,9.09,0,0,9.09,9.09,0,0,0,0,0,0,0,27.27,0,9.09,0,0,0,18.18,0
I picked next year's musical already...Electro City. Obvious choice.,1.0,153,1,10,39.7,3.95,99,,5,40,90,60,20,10,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,20,10,0,0,0,0,50,0,20,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,10,10,0,10,0,30,20,0,0,0,0,0,0,0,60,50,0,0,0,10,0,0
there was a bee in my house yesterday and i haven’t seen it since i hope it died,0.0,184,1,18,1.78,1,99,93.93,18,5.56,94.44,83.33,66.67,27.78,16.67,16.67,0,0,0,0,11.11,11.11,5.56,0,11.11,11.11,5.56,11.11,5.56,27.78,0,0,0,0,0,0,33.33,0,16.67,0,5.56,5.56,5.56,0,5.56,0,5.56,5.56,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,16.67,0,0,11.11,5.56,0,0,11.11,22.22,0,5.56,0,0,0,0,0,5.56,0,0,0,0,5.56,0,0
"ah yes, of the course the summer rain pours when im on foot.",1.0,65,1,13,89.52,7.93,81.58,,13,0,84.62,69.23,46.15,7.69,7.69,7.69,0,0,0,0,0,15.38,15.38,0,15.38,7.69,7.69,7.69,0,15.38,0,0,0,0,0,0,30.77,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,15.38,0,15.38,0,15.38,0,7.69,7.69,0,15.38,7.69,7.69,0,0,0,0,0
"Get the Police involved.
Refuse to sail until they mask up.
Don't let them on in the first place.
Little point posting on twitter if you're not going to enforce it.  https://t.co/NyPNpIezAB",0.0,213,1,32,89.52,23.51,89.39,1.56,8,12.5,84.38,59.38,53.13,12.5,9.38,0,0,3.13,0,6.25,3.13,9.38,6.25,3.13,21.88,3.13,0,6.25,6.25,9.38,6.25,6.25,15.63,0,0,15.63,15.63,0,9.38,0,0,0,3.13,0,9.38,0,3.13,0,3.13,0,0,0,0,0,0,0,15.63,6.25,0,0,3.13,0,3.13,9.38,0,0,0,0,3.13,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,6.25,12.5,0,3.13,9.38,0,0,0,3.13,0,3.13,6.25,0,0,0,0,0,18.75,12.5,0,0,0,6.25,0,0
